K..Mandi,K..Tidur,L..Bangunan,Sertifikat,Tipe.Properti,Kota,Price
2180,1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,650000000
2181,3,3,160,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3400000000
2182,1,1,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1550000000
2183,1,1,132,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3000000000
2184,1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Depok,800000000
2185,1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,665000000
2186,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,769000000
2187,2,2,156,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3500000000
2188,1,1,64,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,995000000
2189,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2190,3,4,160,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2900000000
2191,3,3,124,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2500000000
2192,2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
2193,1,2,140,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5500000000
2194,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
2195,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2196,2,2,93,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3600000000
2197,1,1,17,HGB - Hak Guna Bangunan,Apartemen,Depok,260000000
2198,2,3,280,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5500000000
2199,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
2200,3,2,173,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
2201,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4200000000
2202,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1100000000
2203,1,2,135,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3800000000
2204,1,2,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
2205,2,2,55,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,1080000000
2206,1,2,85,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
2207,5,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3150000000
2208,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
2209,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,330000000
2210,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
2211,3,3,227,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5500000000
2212,1,1,29,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,780000000
2213,2,2,81,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1900000000
2214,1,3,76,HP - Hak Pakai,Apartemen,Tangerang Selatan,600000000
2215,2,3,69,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2290000000
2216,2,2,76,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1200000000
2217,2,3,83,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2400000000
2218,3,3,360,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4500000000
2219,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1100000000
2220,1,1,70,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1750000000
2221,3,3,223,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4700000000
2222,1,1,25,HS - Hak Sewa,Apartemen,Depok,480000000
2223,3,4,126,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3300000000
2224,3,3,300,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5500000000
2225,1,2,38,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,725000000
2226,1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
2227,3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3500000000
2228,2,3,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3300000000
2229,3,3,151,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3750000000
2230,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
2231,1,1,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2232,2,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,589000000
2233,2,3,122,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,3300000000
2234,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,430000000
2235,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
2236,2,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,600000000
2237,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
2238,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,499000000
2239,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1600000000
2240,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,845000000
2241,3,4,216,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2900000000
2242,4,4,350,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5300000000
2243,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,920000000
2244,1,2,51,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1200000000
2245,1,1,41,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,975000000
2246,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2247,1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1000000000
2248,2,3,90,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1500000000
2249,2,2,82,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1050000000
2250,1,3,50,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1100000000
2251,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1850000000
2252,1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,700000000
2253,1,2,468,HGB - Hak Guna Bangunan,Rumah,Jakarta Pusat,5500000000
2254,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
2255,1,3,55,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,980000000
2256,1,3,86,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1300000000
2257,1,3,82,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,800000000
2258,1,3,91,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2200000000
2259,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,425000000
2260,2,3,68,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2300000000
2261,1,1,39,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1150000000
2262,2,2,74,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1000000000
2263,1,2,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,350000000
2264,2,3,78,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2500000000
2265,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
2266,4,4,300,HGB - Hak Guna Bangunan,Rumah,Tangerang Selatan,5700000000
2267,1,2,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2500000000
2268,2,3,148,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2600000000
2269,2,2,66,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1750000000
2270,3,3,155,SHM - Sertifikat Hak Milik,Rumah,Depok,1720000000
2271,1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,700000000
2272,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2273,2,3,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
2274,1,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,630000000
2275,3,4,208,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2276,1,2,45,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,515000000
2277,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
2278,1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,665000000
2279,2,2,115,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3600000000
2280,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1100000000
2281,2,3,190,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4000000000
2282,1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,425000000
2283,2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3120000000
2284,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
2285,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,785000000
2286,3,3,196,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,3600000000
2287,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
2288,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,535000000
2289,2,2,93,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3800000000
2290,1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,908000000
2291,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,757000000
2292,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,270000000
2293,3,3,96,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2500000000
2294,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2500000000
2295,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,295000000
2296,2,3,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2000000000
2297,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,650000000
2298,1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2300000000
2299,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,779000000
2300,2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2850000000
2301,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,330000000
2302,2,4,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2303,1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,795000000
2304,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,850000000
2305,1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1210000000
2306,1,1,31,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,800000000
2307,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1600000000
2308,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,645000000
2309,3,3,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2800000000
2310,2,2,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,1100000000
2311,2,3,135,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,5650000000
2312,1,2,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
2313,1,1,22,HGB - Hak Guna Bangunan,Apartemen,Depok,275000000
2314,1,3,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,750000000
2315,1,2,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1990000000
2316,3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
2317,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,550000000
2318,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,428000000
2319,1,2,45,SHM - Sertifikat Hak Milik,Rumah,Depok,670000000
2320,3,2,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1150000000
2321,2,4,70,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1500000000
2322,1,2,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,500000000
2323,2,2,89,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2190000000
2324,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1400000000
2325,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2326,2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
2327,2,3,158,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
2328,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,575000000
2329,2,3,110,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2070000000
2330,4,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2660000000
2331,2,2,42,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,800000000
2332,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2333,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,665000000
2334,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
2335,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,590000000
2336,2,2,86,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1400000000
2337,2,3,135,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3400000000
2338,3,4,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3690000000
2339,3,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3200000000
2340,1,1,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3000000000
2341,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2342,1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
2343,3,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
2344,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,550000000
2345,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1350000000
2346,3,4,168,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2800000000
2347,1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,499000000
2348,2,2,80,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2750000000
2349,3,3,300,HGB - Hak Guna Bangunan,Rumah,Jakarta Pusat,5750000000
2350,1,1,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,650000000
2351,1,2,78,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2600000000
2352,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2353,2,2,176,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,4250000000
2354,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3480000000
2355,2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1510000000
2356,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
2357,2,3,69,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2290000000
2358,1,2,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,260000000
2359,3,4,220,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3900000000
2360,2,4,176,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
2361,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,625000000
2362,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,550000000
2363,3,4,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2364,2,1,96,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1550000000
2365,2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
2366,2,2,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1800000000
2367,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
2368,2,3,142,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3500000000
2369,2,3,133,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2000000000
2370,2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
2371,1,1,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2150000000
2372,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Depok,1100000000
2373,1,2,43,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,430000000
2374,2,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1200000000
2375,3,3,126,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2070000000
2376,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Depok,550000000
2377,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,975000000
2378,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
2379,4,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2100000000
2380,3,3,80,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2400000000
2381,1,1,50,HP - Hak Pakai,Apartemen,Tangerang Selatan,550000000
2382,1,2,51,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,552000000
2383,3,3,230,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3600000000
2384,3,3,209,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3600000000
2385,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
2386,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
2387,1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,330000000
2388,1,2,46,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,552000000
2389,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
2390,1,2,73,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1100000000
2391,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2392,1,3,70,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1600000000
2393,1,2,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,530000000
2394,1,1,24,HGB - Hak Guna Bangunan,Apartemen,Depok,400000000
2395,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
2396,2,2,40,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,825000000
2397,2,4,129,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4000000000
2398,3,3,131,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,4500000000
2399,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2000000000
2400,4,4,216,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3700000000
2401,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
2402,1,2,41,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1350000000
2403,2,3,90,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,675000000
2404,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,850000000
2405,2,3,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
2406,2,3,132,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2700000000
2407,1,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2000000000
2408,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
2409,1,1,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,649000000
2410,4,2,99,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,3150000000
2411,1,2,153,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4200000000
2412,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
2413,1,2,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,450000000
2414,1,2,38,HGB - Hak Guna Bangunan,Apartemen,Depok,435000000
2415,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,290000000
2416,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
2417,2,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1160000000
2418,2,3,122,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
2419,1,2,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
2420,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
2421,2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
2422,1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,999000000
2423,2,2,130,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,4000000000
2424,3,4,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
2425,2,3,66,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,888000000
2426,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2427,1,2,141,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2100000000
2428,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,500000000
2429,2,3,118,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1800000000
2430,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2431,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2432,2,3,186,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,4900000000
2433,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2434,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,650000000
2435,2,3,146,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2800000000
2436,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2437,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2438,3,3,135,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3000000000
2439,3,3,120,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2400000000
2440,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
2441,1,2,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1650000000
2442,2,2,92,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,2850000000
2443,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2444,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
2445,3,3,92,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3300000000
2446,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3100000000
2447,4,4,420,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4750000000
2448,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,698000000
2449,2,3,65,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,800000000
2450,1,2,74,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1400000000
2451,1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
2452,1,1,21,PPJB,Apartemen,Depok,350000000
2453,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
2454,1,2,62,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2550000000
2455,3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2690000000
2456,1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,765000000
2457,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2458,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,650000000
2459,1,3,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,595000000
2460,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,370000000
2461,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2360000000
2462,2,3,50,HS - Hak Sewa,Rumah,Tangerang Selatan,600000000
2463,1,2,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1600000000
2464,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
2465,1,2,34,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,550000000
2466,2,3,81,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2300000000
2467,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,330000000
2468,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
2469,3,4,299,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,3500000000
2470,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,360000000
2471,1,2,61,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1590000000
2472,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
2473,1,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5500000000
2474,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
2475,1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Depok,800000000
2476,1,3,149,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3750000000
2477,2,3,137,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2800000000
2478,3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3100000000
2479,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,275000000
2480,2,3,142,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3500000000
