kamar_mandi,kamar_tidur,luas_bangunan,sertifikat,tipe_properti,kota,harga
1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,580000000
3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5830000000
1,2,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,500000000
2,3,134,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3550000000
1,2,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,495000000
3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
1,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,850000000
1,2,78,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1500000000
3,3,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1600000000
3,3,135,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
2,2,44,SHM - Sertifikat Hak Milik,Apartemen,Depok,1120000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,900000000
3,3,257,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5320000000
3,3,95,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1700000000
2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
1,2,45,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,580000000
1,2,42,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,740000000
1,1,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,690000000
2,3,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2400000000
1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,291000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
3,4,225,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4400000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1250000000
1,3,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Depok,2300000000
4,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1700000000
3,4,89,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
3,3,241,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4500000000
2,3,117,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1370000000
2,2,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1850000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
2,3,55,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,600000000
1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,300000000
2,2,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3300000000
3,4,220,HGB - Hak Guna Bangunan,Rumah,Jakarta Pusat,5500000000
1,2,64,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1300000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Depok,785000000
1,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1050000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2070000000
2,2,109,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2500000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,389000000
2,3,72,SHM - Sertifikat Hak Milik,Rumah,Depok,894000000
2,4,181,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2350000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1420000000
1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,399000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,800000000
3,4,250,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3000000000
3,4,100,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1950000000
2,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3090000000
3,4,230,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5000000000
1,1,37,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1500000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1200000000
3,4,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
2,2,130,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3400000000
2,1,50,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,1200000000
4,4,162,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4400000000
3,4,180,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,3500000000
2,2,95,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2200000000
3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2200000000
4,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2660000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2900000000
2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
1,2,39,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
1,1,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5500000000
1,1,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,725000000
1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,908000000
3,3,400,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5690000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
1,2,70,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1400000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1250000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
2,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,850000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,550000000
2,3,80,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1180000000
1,1,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,950000000
1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,950000000
1,2,70,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1050000000
1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1650000000
1,2,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,600000000
1,2,48,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1130000000
2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
4,4,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
2,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1850000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1350000000
3,3,230,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3600000000
4,4,264,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,5500000000
2,3,90,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2800000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Depok,865000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,485000000
1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,598000000
1,1,73,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1200000000
4,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3700000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1450000000
1,2,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,300000000
1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1000000000
2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1080000000
3,3,91,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1250000000
3,3,138,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3300000000
1,1,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2600000000
1,1,23,HGB - Hak Guna Bangunan,Apartemen,Depok,480000000
1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1550000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,650000000
1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,950000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3500000000
2,3,132,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2370000000
1,2,44,HP - Hak Pakai,Apartemen,Depok,1500000000
1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1250000000
2,1,102,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2400000000
1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1600000000
1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
2,2,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2900000000
2,3,99,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1480000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,700000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,800000000
2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
1,1,20,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,500000000
3,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,530000000
3,4,159,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
4,4,100,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3150000000
1,1,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,900000000
2,3,74,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,625000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,705000000
2,2,100,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5650000000
2,2,100,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1400000000
2,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1500000000
2,2,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1550000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1520000000
2,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1650000000
1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,685000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,705000000
1,2,36,SHM - Sertifikat Hak Milik,Rumah,Depok,525000000
1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1900000000
1,1,49,HP - Hak Pakai,Apartemen,Jakarta Pusat,775000000
1,1,37,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,900000000
2,2,90,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5500000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2500000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,700000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
3,4,225,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,2100000000
1,3,200,HGB - Hak Guna Bangunan,Rumah,Jakarta Pusat,3800000000
2,3,144,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,1850000000
2,2,110,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4900000000
2,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1200000000
3,3,98,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2500000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Depok,250000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,250000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3,1,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
2,3,93,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,950000000
1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1070000000
2,4,92,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1850000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
3,3,112,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1600000000
2,3,130,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
1,3,91,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2200000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Depok,360000000
1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Depok,425000000
3,4,105,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1810000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,675000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
2,2,149,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4500000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3550000000
1,2,37,SHM - Sertifikat Hak Milik,Rumah,Depok,563000000
3,4,125,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2,2,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,845000000
1,2,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1100000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
1,1,44,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1300000000
2,3,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2250000000
1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,260000000
3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,580000000
3,4,147,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,4500000000
4,4,162,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4500000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3,4,177,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,4000000000
1,2,64,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1300000000
2,3,95,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,1820000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,610000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,325000000
1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1400000000
1,2,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,850000000
2,3,100,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2200000000
5,4,132,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2000000000
2,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,800000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,550000000
2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
1,1,17,SHM - Sertifikat Hak Milik,Apartemen,Depok,235000000
1,3,54,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
1,1,26,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,825000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,850000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,570000000
4,4,285,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4500000000
2,2,157,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5900000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
1,1,28,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,900000000
5,4,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2950000000
3,4,150,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,375000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,615000000
1,1,24,HGB - Hak Guna Bangunan,Apartemen,Depok,295000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
2,3,118,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,900000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,390000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3550000000
1,1,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,580000000
3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
3,4,214,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
1,2,40,HGB - Hak Guna Bangunan,Apartemen,Depok,550000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,685000000
3,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3680000000
1,2,44,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
4,4,122,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3300000000
1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,750000000
2,2,115,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2530000000
1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,530000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,700000000
1,2,52,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,450000000
1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,750000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,650000000
2,3,123,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2900000000
4,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4950000000
1,2,50,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1650000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,600000000
1,2,45,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,580000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,490000000
3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2250000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
1,1,18,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,250000000
2,2,80,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2100000000
1,2,88,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
1,1,25,HGB - Hak Guna Bangunan,Apartemen,Depok,575000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
3,3,144,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2400000000
2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
4,4,350,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5300000000
2,2,102,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1800000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
3,3,128,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2950000000
2,3,102,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1790000000
2,3,98,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1400000000
2,3,144,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,960000000
1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,695000000
1,2,78,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2800000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
1,2,62,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1150000000
4,4,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4500000000
1,2,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,500000000
2,2,120,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3100000000
2,2,165,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3500000000
1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,950000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
3,3,100,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1300000000
1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,675000000
1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,700000000
2,2,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2290000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,400000000
1,2,66,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1650000000
2,2,90,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2300000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,310000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
1,3,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,729000000
2,2,119,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2400000000
1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,560000000
1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,490000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Depok,2300000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,600000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,600000000
2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,374000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,850000000
1,1,24,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1050000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,750000000
2,3,132,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,5400000000
1,2,52,SHM - Sertifikat Hak Milik,Rumah,Depok,615000000
2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,970000000
1,2,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1300000000
2,3,169,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4800000000
1,1,20,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,428000000
1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,675000000
1,2,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,500000000
1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Depok,764000000
3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5830000000
